name,date,currency_code,local_price,dollar_ex,dollar_price,usd_raw,eur_raw,gbp_raw,jpy_raw,cny_raw,gdp_dollar,adj_price,usd_adjusted,eur_adjusted,gbp_adjusted,jpy_adjusted,cny_adjusted
Sri Lanka,2013-01-01,LKR,350.0,126.45,2.76789244760775,-0.36624,-0.43258,-0.34845,-0.21232,0.07609,,,,,,,
Mexico,2013-01-01,MXN,37.0,12.7384,2.90460340388118,-0.33493,-0.40455,-0.31627,-0.17341,0.12924,10146.041,3.22035612698949,0.012,-0.16,-0.048,0.23,0.056
Malaysia,2013-01-01,MYR,7.95,3.083,2.57865715212455,-0.40957,-0.47137,-0.393,-0.26617,0.00252,10084.608,3.21765177422571,-0.101,-0.254,-0.154,0.093,-0.062
Norway,2013-01-01,NOK,43.0,5.4831,7.84227900275392,0.79564,0.60767,0.84603,1.23174,2.04888,97607.32,7.07050428167293,0.245,0.032,0.17,0.513,0.299
New Zealand,2013-01-01,NZD,5.2,1.202428906,4.32458000140592,-0.0098,-0.11346,0.01798,0.23068,0.68129,35973.02,4.35729005563576,0.114,-0.076,0.047,0.354,0.162
Pakistan,2013-01-01,PKR,290.0,97.665,2.96933394767829,-0.32011,-0.39128,-0.30103,-0.15499,0.1544,1199.111,2.82650176739818,0.179,-0.022,0.108,0.433,0.23
Peru,2013-01-01,PEN,10.0,2.5595,3.90701308849385,-0.10541,-0.19906,-0.08031,0.11185,0.51895,5904.494,3.03363824975546,0.445,0.199,0.359,0.757,0.508
Philippines,2013-01-01,PHP,118.0,40.6,2.9064039408867,-0.33452,-0.40419,-0.31585,-0.1729,0.12994,2344.889,2.8769402597552,0.134,-0.06,0.066,0.378,0.183
Poland,2013-01-01,PLN,9.1,3.092,2.94307891332471,-0.32612,-0.39667,-0.30721,-0.16246,0.1442,13468.655,3.36662149501395,-0.019,-0.186,-0.078,0.192,0.024
Russia,2013-01-01,RUB,72.88,30.045,2.42569479114661,-0.44459,-0.50273,-0.429,-0.3097,-0.05695,12993.358,3.34569836321895,-0.186,-0.325,-0.235,-0.011,-0.151
Saudi Arabia,2013-01-01,SAR,11.0,3.7502,2.93317689723215,-0.32839,-0.3987,-0.30955,-0.16528,0.14035,21196.287,3.70680092555798,-0.112,-0.263,-0.165,0.079,-0.073
Sweden,2013-01-01,SEK,40.55930138,6.3492,6.38809635544636,0.46268,0.30956,0.50372,0.81791,1.48353,57638.234,5.31101820432796,0.35,0.12,0.269,0.641,0.409
Thailand,2013-01-01,THB,87.0,29.755,2.92387833977483,-0.33052,-0.4006,-0.31173,-0.16793,0.13673,5394.714,3.01119713582784,0.09,-0.096,0.025,0.324,0.137
Turkey,2013-01-01,TRY,8.45,1.76875,4.7773851590106,0.09388,-0.02063,0.12457,0.35954,0.85733,10362.609,3.22988970453485,0.66,0.377,0.561,1.017,0.732
Taiwan,2013-01-01,TWD,75.0,29.502,2.54220052877771,-0.41791,-0.47885,-0.40158,-0.27655,-0.01166,20082.918,3.65778911541933,-0.22,-0.353,-0.267,-0.052,-0.186
Ukraine,2013-01-01,UAH,19.0,8.144,2.33300589390963,-0.46581,-0.52173,-0.45082,-0.33608,-0.09299,,,,,,,
Uruguay,2013-01-01,UYU,105.0,19.28,5.44605809128631,0.24698,0.11645,0.28197,0.54983,1.11729,,,,,,,
United States of America,2013-01-01,USD,4.367395833,1.0,4.367395833,0.0,-0.10468,0.02806,0.24287,0.69793,48327.861,4.90116465730443,0.0,-0.171,-0.06,0.215,0.044
South Africa,2013-01-01,ZAR,20.9,9.047,2.31015806344645,-0.47104,-0.52642,-0.4562,-0.34258,-0.10187,8078.451,3.12933838846383,-0.172,-0.313,-0.221,0.007,-0.135
United Arab Emirates,2013-07-01,AED,12.0,3.673,3.26708412741628,-0.28301,-0.29882,-0.18731,0.02204,0.25254,,,,,,,
Argentina,2013-07-01,ARS,21.0,5.4125,3.87990762124711,-0.14852,-0.16729,-0.03487,0.21374,0.48748,10959.082,3.12228149398958,0.286,0.165,0.332,0.792,0.375
Australia,2013-07-01,AUD,5.035,1.089858863,4.61986425117506,0.01387,-0.00848,0.1492,0.44522,0.77117,66371.218,5.48497145243686,-0.128,-0.211,-0.097,0.215,-0.068
Brazil,2013-07-01,BRL,12.0,2.27065,5.28483033492612,0.1598,0.13423,0.31461,0.65324,1.0261,12788.551,3.20028729466094,0.709,0.548,0.77,1.382,0.827
Canada,2013-07-01,CAD,5.53,1.05125,5.26040428061831,0.15444,0.12899,0.30854,0.6456,1.01674,50496.043,4.80807791848081,0.132,0.025,0.173,0.578,0.211
Switzerland,2013-07-01,CHF,6.5,0.9674,6.7190407277238,0.47455,0.44204,0.67137,1.1019,1.57595,83072.845,6.19710365399342,0.122,0.016,0.162,0.564,0.2
Chile,2013-07-01,CLP,2000.0,508.155,3.93580698802531,-0.13625,-0.1553,-0.02096,0.23123,0.50891,14403.111,3.26912969949642,0.246,0.128,0.291,0.737,0.332
China,2013-07-01,CNY,16.0,6.1341,2.60836960597317,-0.42757,-0.44019,-0.35116,-0.18403,0.0,5416.668,2.88596131489817,-0.065,-0.153,-0.031,0.304,0.0
Colombia,2013-07-01,COP,8600.0,1921.0,4.47683498178032,-0.01752,-0.03918,0.11362,0.40048,0.71633,7114.33,2.95834706375718,0.566,0.418,0.622,1.183,0.674
Costa Rica,2013-07-01,CRC,2150.0,498.675,4.31142527698401,-0.05382,-0.07468,0.07248,0.34874,0.65292,,,,,,,
Czech Republic,2013-07-01,CZK,70.45,20.1828,3.49059595298967,-0.23396,-0.25085,-0.13171,0.09196,0.33823,20435.875,3.52635766350204,0.024,-0.072,0.061,0.428,0.095
Denmark,2013-07-01,DKK,28.5,5.8006,4.91328483260352,0.07826,0.05449,0.22219,0.53701,0.88366,59708.962,5.20090289836045,-0.022,-0.115,0.013,0.363,0.045
Egypt,2013-07-01,EGP,16.75,7.00915,2.38973341988686,-0.47555,-0.48711,-0.40555,-0.25242,-0.08382,2931.827,2.78001143996395,-0.11,-0.194,-0.078,0.24,-0.049
Euro area,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
United Kingdom,2013-07-01,GBP,2.69,0.669142494,4.02007049936362,-0.11776,-0.13721,0.0,0.25759,0.54122,38811.424,4.30986337610001,-0.035,-0.126,0.0,0.345,0.032
Hong Kong,2013-07-01,HKD,17.0,7.75665,2.19166779473097,-0.51902,-0.52962,-0.45482,-0.31438,-0.15976,34259.337,4.1157692476066,-0.449,-0.501,-0.429,-0.232,-0.411
Hungary,2013-07-01,HUF,860.0,228.462,3.76430215965894,-0.17389,-0.1921,-0.06362,0.17758,0.44316,14050.009,3.25407396243356,0.197,0.084,0.24,0.669,0.28
Indonesia,2013-07-01,IDR,27939.0,9965.0,2.80371299548419,-0.3847,-0.39827,-0.30257,-0.12292,0.07489,3511.799,2.80474057187434,0.035,-0.063,0.072,0.442,0.106
India,2013-07-01,INR,90.0,59.98,1.50050016672224,-0.6707,-0.67796,-0.62675,-0.5306,-0.42474,1513.618,2.71954114581612,-0.429,-0.483,-0.408,-0.204,-0.39
Israel,2013-07-01,ILS,17.5,3.64595,4.79984640491504,0.05337,0.03014,0.19397,0.50153,0.84017,32350.817,4.03439283144578,0.231,0.115,0.275,0.716,0.316
Japan,2013-07-01,JPY,320.0,100.105,3.19664352429949,-0.29847,-0.31394,-0.20483,0.0,0.22553,45869.72,4.61081847884048,-0.283,-0.35,-0.257,0.0,-0.233
South Korea,2013-07-01,KRW,3900.0,1135.7,3.43400545918817,-0.24638,-0.26299,-0.14578,0.07425,0.31653,22424.062,3.61113096046383,-0.016,-0.109,0.02,0.372,0.052
Sri Lanka,2013-07-01,LKR,370.0,130.8,2.82874617737003,-0.37921,-0.39289,-0.29634,-0.11509,0.08449,,,,,,,
Mexico,2013-07-01,MXN,37.0,12.94115,2.85909675724337,-0.37255,-0.38638,-0.28879,-0.10559,0.09612,10146.041,3.08761465121517,-0.042,-0.132,-0.007,0.336,0.025
Malaysia,2013-07-01,MYR,7.3,3.1805,2.29523659801918,-0.49629,-0.5074,-0.42906,-0.28199,-0.12005,10084.608,3.08499524069079,-0.23,-0.303,-0.202,0.073,-0.177
Norway,2013-07-01,NOK,46.0,6.1281,7.50640492159071,0.64735,0.61103,0.86723,1.34821,1.87781,97607.32,6.81683176073529,0.14,0.032,0.181,0.588,0.218
New Zealand,2013-07-01,NZD,5.5,1.279344975,4.29907500125211,-0.05653,-0.07733,0.0694,0.34487,0.64818,35973.02,4.18883810775778,0.062,-0.038,0.1,0.48,0.136
Pakistan,2013-07-01,PKR,300.0,100.035,2.99895036737142,-0.34185,-0.35636,-0.25401,-0.06184,0.14974,1199.111,2.70613104138049,0.147,0.039,0.188,0.598,0.226
Peru,2013-07-01,PEN,10.0,2.783,3.59324469996407,-0.21143,-0.22882,-0.10617,0.12407,0.37758,5904.494,2.9067614802567,0.279,0.158,0.325,0.783,0.368
Philippines,2013-07-01,PHP,115.21,43.44,2.65216390423573,-0.41796,-0.43079,-0.34027,-0.17033,0.01679,2344.889,2.75498528831314,-0.004,-0.098,0.032,0.389,0.065
Poland,2013-07-01,PLN,9.2,3.3655,2.73362056158075,-0.40008,-0.41331,-0.32001,-0.14485,0.04802,13468.655,3.2292859041262,-0.124,-0.207,-0.092,0.221,-0.063
Russia,2013-07-01,RUB,87.0,32.9389,2.64125395808603,-0.42035,-0.43313,-0.34298,-0.17374,0.01261,12993.358,3.20901995644319,-0.148,-0.229,-0.118,0.187,-0.089
Saudi Arabia,2013-07-01,SAR,10.0,3.7502,2.66652445202923,-0.41481,-0.42771,-0.3367,-0.16584,0.0223,21196.287,3.55878048504212,-0.225,-0.298,-0.197,0.081,-0.171
Sweden,2013-07-01,SEK,41.61,6.7583,6.15687377003092,0.35118,0.32139,0.53153,0.92604,1.36043,57638.234,5.11261017756955,0.246,0.129,0.291,0.737,0.332
Thailand,2013-07-01,THB,89.0,31.275,2.84572342126299,-0.37548,-0.38925,-0.29212,-0.10978,0.091,5394.714,2.88502522942859,0.021,-0.076,0.057,0.423,0.091
Turkey,2013-07-01,TRY,8.5,1.95745,4.34238422437355,-0.04703,-0.06804,0.08018,0.35842,0.66479,10362.609,3.09684878431051,0.451,0.314,0.503,1.023,0.551
Taiwan,2013-07-01,TWD,79.0,30.0285,2.63083404099439,-0.42264,-0.43537,-0.34558,-0.177,0.00861,20082.918,3.51130810902062,-0.225,-0.298,-0.197,0.081,-0.171
Ukraine,2013-07-01,UAH,19.0,8.155,2.3298589822195,-0.48869,-0.49996,-0.42044,-0.27115,-0.10678,,,,,,,
Uruguay,2013-07-01,UYU,105.0,21.085,4.97984349063315,0.09287,0.06878,0.23875,0.55784,0.90918,,,,,,,
United States of America,2013-07-01,USD,4.556666667,1.0,4.556666667,0.0,-0.02205,0.13348,0.42545,0.74694,48327.861,4.71562990601859,0.0,-0.094,0.036,0.394,0.069
South Africa,2013-07-01,ZAR,22.5,10.04725,2.23941874642315,-0.50854,-0.51938,-0.44294,-0.29945,-0.14145,8078.451,2.99945573001448,-0.227,-0.3,-0.2,0.077,-0.174
Andorra,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Spain,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Guadeloupe,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Ireland,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Italy,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Austria,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Greece,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Croatia,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Cyprus,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Latvia,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Lithuania,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Luxembourg,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Malta,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Martinique,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Mayotte,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Monaco,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
France,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
French Guiana,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Saint Pierre and Miquelon,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Germany,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
San Marino,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Slovakia,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Finland,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Vatican City,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Estonia,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
French Southern and Antarctic Lands,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Netherlands,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Belgium,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Portugal,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Reunion,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Slovenia,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Montenegro,2013-01-01,EUR,3.594849572,0.736946829,4.87803112862027,0.11692,0.0,0.14826,0.38818,0.89646,40137.01059,4.54059380867381,0.206,0.0,0.134,0.465,0.258
Andorra,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Spain,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Guadeloupe,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Ireland,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Italy,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Austria,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Greece,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Croatia,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Cyprus,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Latvia,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Lithuania,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Luxembourg,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Malta,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Martinique,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Mayotte,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Monaco,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
France,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
French Guiana,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Saint Pierre and Miquelon,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Germany,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
San Marino,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Slovakia,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Finland,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Vatican City,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Estonia,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
French Southern and Antarctic Lands,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Netherlands,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Belgium,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Portugal,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Reunion,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Slovenia,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
Montenegro,2013-07-01,EUR,3.623870489,0.777756173,4.65939148386547,0.02254,0.0,0.15903,0.45759,0.78632,40137.01059,4.36638439029166,0.104,0.0,0.144,0.539,0.181
