name,date,currency_code,local_price,dollar_ex,dollar_price,usd_raw,eur_raw,gbp_raw,jpy_raw,cny_raw,gdp_dollar,adj_price,usd_adjusted,eur_adjusted,gbp_adjusted,jpy_adjusted,cny_adjusted
Pakistan,2017-01-01,PKR,375.0,104.775,3.57909806728704,-0.29267,-0.11883,-0.04004,0.09883,0.26485,1449.978,2.54456913889744,0.303,0.327,0.589,0.627,0.393
Peru,2017-01-01,PEN,11.0,3.3929,3.2420643107666,-0.35928,-0.20181,-0.13044,-0.00464,0.14574,6021.104,2.72469819372388,0.102,0.123,0.344,0.376,0.178
Philippines,2017-01-01,PHP,133.0,49.615,2.68064093520105,-0.47023,-0.34003,-0.28102,-0.17701,-0.05267,2858.144,2.60005910146219,-0.045,-0.027,0.165,0.193,0.021
Poland,2017-01-01,PLN,9.6,4.17215,2.30097192095203,-0.54526,-0.43351,-0.38285,-0.29357,-0.18684,12495.334,2.97982065821708,-0.285,-0.271,-0.128,-0.107,-0.235
Russia,2017-01-01,RUB,130.0,60.4375,2.15098241985522,-0.5749,-0.47043,-0.42308,-0.33962,-0.23985,9054.914,2.84424802188941,-0.3,-0.286,-0.146,-0.125,-0.251
Saudi Arabia,2017-01-01,SAR,12.0,3.75065,3.19944542945889,-0.3677,-0.2123,-0.14187,-0.01773,0.13068,20812.586,3.30756895076322,-0.104,-0.087,0.093,0.119,-0.042
Sweden,2017-01-01,SEK,48.0,9.12455,5.26053339616748,0.03963,0.29513,0.41094,0.61505,0.85906,49866.266,4.45245358479643,0.094,0.115,0.335,0.367,0.17
Thailand,2017-01-01,THB,119.0,35.573,3.34523374469401,-0.33889,-0.17641,-0.10277,0.02703,0.1822,5742.282,2.71371097890529,0.142,0.163,0.393,0.426,0.221
Turkey,2017-01-01,TRY,10.75,3.91115,2.74855221610012,-0.45681,-0.32331,-0.26281,-0.15616,-0.02867,9437.372,2.85931910023002,-0.11,-0.093,0.086,0.112,-0.048
Taiwan,2017-01-01,TWD,69.0,31.905,2.16267042783263,-0.57259,-0.46756,-0.41995,-0.33603,-0.23572,22287.562,3.36569161742602,-0.405,-0.394,-0.274,-0.257,-0.364
Ukraine,2017-01-01,UAH,42.0,27.235,1.54213328437672,-0.69523,-0.62033,-0.58638,-0.52654,-0.45501,,,,,,,
Uruguay,2017-01-01,UYU,125.0,28.725,4.35161009573542,-0.14,0.07136,0.16715,0.336,0.53785,,,,,,,
United States of America,2017-01-01,USD,5.06,1.0,5.06,0.0,0.24576,0.35715,0.55349,0.78819,55805.204,4.68648241896394,0.0,0.019,0.22,0.249,0.069
Vietnam,2017-01-01,VND,60000.0,22572.0,2.6581605528974,-0.47467,-0.34557,-0.28705,-0.18391,-0.06061,,,,,,,
South Africa,2017-01-01,ZAR,26.32,13.9525,1.88640028668697,-0.62719,-0.53557,-0.49404,-0.42085,-0.33335,5694.572,2.71183092633055,-0.356,-0.344,-0.214,-0.195,-0.311
United Arab Emirates,2017-07-01,AED,14.0,3.673,3.81159814865233,-0.28083,-0.14634,-0.07293,0.13405,0.30663,,,,,,,
Argentina,2017-07-01,ARS,70.0,16.9675,4.12553410932665,-0.2216,-0.07603,0.00343,0.22745,0.41425,12502.822,3.20032925825803,0.207,0.189,0.403,0.64,0.335
Australia,2017-07-01,AUD,5.9,1.303016483,4.52795500055083,-0.14567,0.01409,0.10131,0.34719,0.5522,51850.269,4.80322695271189,-0.117,-0.13,0.026,0.199,-0.024
Brazil,2017-07-01,BRL,16.5,3.2343,5.10156757258139,-0.03744,0.14256,0.24083,0.51785,0.74883,8726.901,3.04650949289079,0.569,0.545,0.822,1.131,0.734
Canada,2017-07-01,CAD,5.97,1.2823,4.65569679482181,-0.12157,0.0427,0.13238,0.38519,0.59599,42210.132,4.41051650896901,-0.011,-0.026,0.149,0.343,0.093
Switzerland,2017-07-01,CHF,6.5,0.96415,6.74168957112483,0.27202,0.50989,0.63974,1.00583,1.31107,80675.308,5.9774731129683,0.056,0.041,0.227,0.435,0.168
Chile,2017-07-01,CLP,2550.0,663.355,3.84409554461789,-0.2747,-0.13907,-0.06502,0.14372,0.31777,13575.996,3.24404716784307,0.11,0.093,0.289,0.508,0.227
China,2017-07-01,CNY,19.8,6.7875,2.9171270718232,-0.4496,-0.34667,-0.29048,-0.13208,0.0,8113.257,3.0215114656283,-0.096,-0.109,0.051,0.228,0.0
Colombia,2017-07-01,COP,9900.0,3052.16,3.24360452925142,-0.388,-0.27355,-0.21108,-0.03494,0.11192,5792.182,2.92695778934647,0.038,0.022,0.206,0.41,0.148
Costa Rica,2017-07-01,CRC,2290.0,572.495,4.00003493480292,-0.24528,-0.10414,-0.02709,0.19012,0.37122,,,,,,,
Czech Republic,2017-07-01,CZK,75.0,22.8561,3.28139971386194,-0.38087,-0.26509,-0.20188,-0.0237,0.12487,18286.333,3.43593225551853,-0.105,-0.119,0.039,0.215,-0.011
Denmark,2017-07-01,DKK,30.0,6.51255,4.60649054517816,-0.13085,0.03168,0.12041,0.37055,0.57912,53743.966,4.88037052330477,-0.116,-0.129,0.027,0.201,-0.022
Egypt,2017-07-01,EGP,31.37,17.885,1.75398378529494,-0.66906,-0.60717,-0.57339,-0.47814,-0.39873,3684.574,2.84110012229091,-0.422,-0.43,-0.328,-0.215,-0.361
Euro area,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
United Kingdom,2017-07-01,GBP,3.19,0.775885479,4.11143150160695,-0.22426,-0.07919,0.0,0.22326,0.40941,43770.688,4.47408890832865,-0.139,-0.152,0.0,0.169,-0.048
Hong Kong,2017-07-01,HKD,19.2,7.8115,2.45791461307047,-0.53624,-0.44952,-0.40218,-0.26871,-0.15742,43527.994,4.46420227824925,-0.484,-0.492,-0.401,-0.299,-0.43
Hungary,2017-07-01,HUF,862.0,268.6239,3.20894752849616,-0.39454,-0.28131,-0.21951,-0.04525,0.10004,12778.288,3.21155092192278,-0.064,-0.078,0.087,0.271,0.035
Indonesia,2017-07-01,IDR,32126.0,13369.5,2.40293204682299,-0.54662,-0.46183,-0.41555,-0.28506,-0.17627,3604.291,2.83782963219777,-0.207,-0.219,-0.079,0.077,-0.123
India,2017-07-01,INR,178.0,64.5575,2.75723192502808,-0.47977,-0.38248,-0.32937,-0.17965,-0.05481,1723.301,2.76120370690481,-0.065,-0.079,0.087,0.271,0.034
Israel,2017-07-01,ILS,16.9,3.5405,4.77333709927976,-0.09937,0.06905,0.16099,0.42019,0.63631,37262.4,4.20896065667762,0.062,0.046,0.234,0.443,0.175
Japan,2017-07-01,JPY,380.0,113.06,3.36104723155846,-0.36584,-0.24725,-0.18251,0.0,0.15218,38917.286,4.27637577903572,-0.264,-0.275,-0.145,0.0,-0.186
South Korea,2017-07-01,KRW,4400.0,1144.65,3.84396977241952,-0.27472,-0.13909,-0.06505,0.14368,0.31772,27538.806,3.81285042354342,-0.056,-0.07,0.097,0.283,0.044
Sri Lanka,2017-07-01,LKR,580.0,153.725,3.77297121483168,-0.28812,-0.15499,-0.08232,0.12256,0.29339,,,,,,,
Mexico,2017-07-01,MXN,49.0,17.79075,2.75424026530641,-0.48033,-0.38315,-0.3301,-0.18054,-0.05584,9009.28,3.05801277156761,-0.156,-0.169,-0.02,0.146,-0.067
Malaysia,2017-07-01,MYR,8.6,4.2935,2.00302783277047,-0.62207,-0.5514,-0.51281,-0.40405,-0.31336,9556.774,3.08031604502592,-0.391,-0.4,-0.292,-0.173,-0.326
Norway,2017-07-01,NOK,49.0,8.2852,5.91416018925313,0.11588,0.32455,0.43847,0.75962,1.02739,74822.106,5.73903111211948,-0.035,-0.049,0.121,0.311,0.067
New Zealand,2017-07-01,NZD,6.1,1.376273053,4.43225999862689,-0.16372,-0.00734,0.07803,0.31871,0.51939,37044.891,4.20009998842072,-0.012,-0.026,0.148,0.343,0.093
Pakistan,2017-07-01,PKR,375.0,105.15,3.56633380884451,-0.32711,-0.20127,-0.13258,0.06108,0.22255,1449.978,2.75006934267169,0.215,0.196,0.411,0.65,0.343
Peru,2017-07-01,PEN,10.5,3.2515,3.22927879440258,-0.3907,-0.27676,-0.21456,-0.0392,0.10701,6021.104,2.93628338920076,0.03,0.015,0.197,0.399,0.139
Philippines,2017-07-01,PHP,134.0,50.5765,2.64945182050953,-0.5001,-0.40662,-0.35559,-0.21172,-0.09176,2858.144,2.80743382771206,-0.116,-0.129,0.027,0.201,-0.023
Poland,2017-07-01,PLN,10.1,3.7086,2.72339966564202,-0.48615,-0.39006,-0.3376,-0.18972,-0.06641,12495.334,3.20002421946006,-0.203,-0.215,-0.074,0.083,-0.118
Russia,2017-07-01,RUB,137.0,60.1369,2.27813538775694,-0.57016,-0.48978,-0.4459,-0.32219,-0.21905,9054.914,3.05987176469081,-0.303,-0.313,-0.19,-0.053,-0.229
Saudi Arabia,2017-07-01,SAR,12.0,3.75015,3.1998720051198,-0.39625,-0.28335,-0.22171,-0.04795,0.09693,20812.586,3.53884427187647,-0.153,-0.166,-0.016,0.15,-0.063
Sweden,2017-07-01,SEK,48.97,8.41565,5.81892070131244,0.09791,0.30322,0.4153,0.73128,0.99474,49866.266,4.72240458488484,0.154,0.137,0.341,0.568,0.276
Thailand,2017-07-01,THB,119.0,34.0365,3.49624667636214,-0.34033,-0.21697,-0.14963,0.04023,0.19852,5742.282,2.92492501210038,0.12,0.103,0.301,0.521,0.238
Turkey,2017-07-01,TRY,10.75,3.57605,3.00611009353896,-0.43281,-0.32674,-0.26884,-0.1056,0.0305,9437.372,3.07545196348809,-0.084,-0.098,0.064,0.244,0.012
Taiwan,2017-07-01,TWD,69.0,30.4775,2.26396522024444,-0.57284,-0.49296,-0.44935,-0.32641,-0.22391,22287.562,3.59893039715354,-0.411,-0.42,-0.315,-0.2,-0.348
Ukraine,2017-07-01,UAH,44.0,25.915,1.69785838317577,-0.67965,-0.61974,-0.58704,-0.49484,-0.41797,,,,,,,
Uruguay,2017-07-01,UYU,130.0,28.705,4.52882773036057,-0.1455,0.01429,0.10152,0.34745,0.5525,,,,,,,
United States of America,2017-07-01,USD,5.3,1.0,5.3,0.0,0.187,0.28909,0.57689,0.81686,55805.204,4.96433921479118,0.0,-0.015,0.162,0.358,0.106
Vietnam,2017-07-01,VND,60000.0,22732.5,2.63939293962389,-0.502,-0.40887,-0.35804,-0.21471,-0.09521,,,,,,,
South Africa,2017-07-01,ZAR,30.0,13.27,2.26073850791259,-0.57345,-0.49368,-0.45013,-0.32737,-0.22501,5694.572,2.92298144892582,-0.276,-0.286,-0.158,-0.016,-0.199
Andorra,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Spain,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Guadeloupe,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Ireland,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Italy,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Austria,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Greece,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Croatia,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Cyprus,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Latvia,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Lithuania,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Luxembourg,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Malta,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Martinique,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Mayotte,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Monaco,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
France,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
French Guiana,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Saint Pierre and Miquelon,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Germany,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
San Marino,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Slovakia,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Finland,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Vatican City,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Estonia,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
French Southern and Antarctic Lands,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Netherlands,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Belgium,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Portugal,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Reunion,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Slovenia,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Montenegro,2017-01-01,EUR,3.88,0.955246692,4.06177800194884,-0.19728,0.0,0.08942,0.24702,0.43542,34142.38535,3.83284087674853,-0.018,0.0,0.197,0.226,0.049
Andorra,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Spain,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Guadeloupe,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Ireland,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Italy,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Austria,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Greece,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Croatia,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Cyprus,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Latvia,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Lithuania,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Luxembourg,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Malta,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Martinique,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Mayotte,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Monaco,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
France,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
French Guiana,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Saint Pierre and Miquelon,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Germany,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
San Marino,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Slovakia,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Finland,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Vatican City,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Estonia,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
French Southern and Antarctic Lands,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Netherlands,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Belgium,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Portugal,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Reunion,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Slovenia,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
Montenegro,2017-07-01,EUR,3.91,0.875695083,4.46502449985779,-0.15754,0.0,0.086,0.32846,0.53062,35066.00744,4.11948617131801,0.015,0.0,0.179,0.379,0.123
