name,date,currency_code,local_price,dollar_ex,dollar_price,usd_raw,eur_raw,gbp_raw,jpy_raw,cny_raw,gdp_dollar,adj_price,usd_adjusted,eur_adjusted,gbp_adjusted,jpy_adjusted,cny_adjusted
Euro area,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
United Kingdom,2012-01-01,GBP,2.49,0.651253663,3.82339500177214,-0.08906,-0.13707,0.0,-0.08095,0.56796,36119.846,4.24196443046304,0.022,-0.129,0.0,-0.014,0.025
Hong Kong,2012-01-01,HKD,16.5,7.76735,2.12427661943906,-0.49388,-0.52056,-0.4444,-0.48938,-0.12884,31590.681,4.03251194426167,-0.403,-0.491,-0.416,-0.424,-0.401
Hungary,2012-01-01,HUF,645.0,245.69425,2.62521406178614,-0.37454,-0.4075,-0.31338,-0.36896,0.07659,12879.296,3.16719877759164,-0.06,-0.199,-0.08,-0.093,-0.057
Indonesia,2012-01-01,IDR,22534.0,9160.0,2.46004366812227,-0.41389,-0.44477,-0.35658,-0.40867,0.00886,3015.374,2.71103898067623,0.029,-0.123,0.007,-0.007,0.032
India,2012-01-01,INR,84.0,51.905,1.61834120026972,-0.61443,-0.63474,-0.57673,-0.61099,-0.33632,1264.839,2.63008500617265,-0.302,-0.406,-0.317,-0.327,-0.3
Israel,2012-01-01,ILS,15.9,3.8485,4.13147979732363,-0.01566,-0.06753,0.08058,-0.0069,0.69431,28685.616,3.89816641107253,0.202,0.024,0.176,0.16,0.206
Japan,2012-01-01,JPY,320.0,76.92,4.16016640665627,-0.00883,-0.06106,0.08808,0.0,0.70607,42820.392,4.55183303065902,0.036,-0.117,0.014,0.0,0.04
South Korea,2012-01-01,KRW,3700.0,1158.75,3.19309600862999,-0.23924,-0.27933,-0.16485,-0.23246,0.30948,20590.962,3.52382690141901,0.027,-0.125,0.005,-0.009,0.031
Sri Lanka,2012-01-01,LKR,290.0,113.93,2.54542262792943,-0.39355,-0.4255,-0.33425,-0.38814,0.04387,,,,,,,
Mexico,2012-01-01,MXN,37.0,13.6844,2.70380871649469,-0.35581,-0.38976,-0.29283,-0.35007,0.10882,9565.962,3.01397273174974,0.017,-0.133,-0.005,-0.018,0.021
Malaysia,2012-01-01,MYR,7.35,3.13955,2.34109983914892,-0.44223,-0.47162,-0.38769,-0.43726,-0.03992,8423.176,2.96112427758742,-0.104,-0.236,-0.123,-0.135,-0.101
Norway,2012-01-01,NOK,41.0,6.0399,6.78819185748108,0.61731,0.53208,0.77544,0.63171,1.78382,84443.634,6.47671135164342,0.188,0.012,0.163,0.147,0.192
New Zealand,2012-01-01,NZD,5.1,1.26000126,4.04761500000405,-0.03564,-0.08646,0.05864,-0.02705,0.65992,32145.233,4.05815735464701,0.131,-0.036,0.107,0.091,0.135
Pakistan,2012-01-01,PKR,260.0,90.05,2.88728484175458,-0.3121,-0.34835,-0.24484,-0.30597,0.18407,1049.749,2.62013810972329,0.249,0.065,0.223,0.206,0.254
Peru,2012-01-01,PEN,10.0,2.6925,3.71402042711235,-0.11512,-0.16175,-0.02861,-0.10724,0.52311,5171.651,2.81075660601972,0.498,0.276,0.466,0.446,0.503
Philippines,2012-01-01,PHP,118.0,44.005,2.68151346437905,-0.36112,-0.39479,-0.29866,-0.35543,0.09968,2007.362,2.66442318736316,0.141,-0.028,0.117,0.101,0.145
Poland,2012-01-01,PLN,9.1,3.52045,2.58489681716826,-0.38414,-0.41659,-0.32393,-0.37866,0.06006,12300.126,3.14041490099778,-0.067,-0.205,-0.087,-0.099,-0.064
Russia,2012-01-01,RUB,81.0,31.7693,2.54963124777694,-0.39254,-0.42455,-0.33315,-0.38713,0.0456,10437.49,3.05427678479133,-0.054,-0.194,-0.074,-0.087,-0.05
Saudi Arabia,2012-01-01,SAR,10.0,3.7502,2.66652445202923,-0.36469,-0.39817,-0.30258,-0.35903,0.09353,16995.78,3.35756671698183,-0.1,-0.233,-0.119,-0.131,-0.096
Sweden,2012-01-01,SEK,41.0,6.9338,5.91306354379994,0.4088,0.33457,0.54655,0.42135,1.42493,48874.608,4.83181192151421,0.387,0.182,0.358,0.339,0.392
Thailand,2012-01-01,THB,78.0,31.75,2.45669291338583,-0.41469,-0.44553,-0.35746,-0.40947,0.00748,4991.525,2.80242662940604,-0.006,-0.153,-0.027,-0.041,-0.003
Turkey,2012-01-01,TRY,6.6,1.86295,3.54276819023592,-0.15593,-0.20041,-0.0734,-0.14841,0.45288,10398.685,3.05248223684993,0.316,0.121,0.288,0.27,0.32
Taiwan,2012-01-01,TWD,75.0,29.9795,2.50170950149269,-0.40396,-0.43537,-0.34568,-0.39865,0.02594,18457.752,3.42517601586072,-0.172,-0.294,-0.19,-0.201,-0.169
Ukraine,2012-01-01,UAH,17.0,8.0405,2.11429637460357,-0.49626,-0.52281,-0.44701,-0.49178,-0.13293,,,,,,,
Uruguay,2012-01-01,UYU,90.0,19.45,4.62724935732648,0.10246,0.04436,0.21025,0.11228,0.89762,,,,,,,
United States of America,2012-01-01,USD,4.19722,1.0,4.19722,0.0,-0.0527,0.09777,0.00891,0.72127,47283.633,4.75823684327479,0.0,-0.148,-0.021,-0.035,0.004
South Africa,2012-01-01,ZAR,19.95,8.1304,2.45375381285054,-0.41539,-0.44619,-0.35823,-0.41018,0.00628,7157.801,2.90260666126585,-0.042,-0.183,-0.062,-0.075,-0.038
United Arab Emirates,2012-07-01,AED,12.0,3.67295,3.26712860234961,-0.24503,-0.24797,-0.21508,-0.20139,0.33368,,,,,,,
Argentina,2012-07-01,ARS,19.0,4.56625,4.16096359156857,-0.03848,-0.04223,-0.00034,0.0171,0.69855,9138.177,3.00556800865508,0.489,0.341,0.387,0.51,0.582
Australia,2012-07-01,AUD,4.56,0.974326497,4.68015599908292,0.08149,0.07728,0.1244,0.14401,0.91049,55589.549,5.01289205904203,0.004,-0.096,-0.064,0.018,0.067
Brazil,2012-07-01,BRL,10.08,2.04215,4.93597434076831,0.14061,0.13616,0.18586,0.20654,1.01492,10816.487,3.07809357425097,0.725,0.553,0.607,0.749,0.833
Canada,2012-07-01,CAD,5.12,1.01945,5.02231595468145,0.16056,0.15603,0.2066,0.22764,1.05016,46214.914,4.60778173637817,0.172,0.056,0.092,0.189,0.246
Switzerland,2012-07-01,CHF,6.5,0.9906,6.56167979002625,0.51627,0.51036,0.57643,0.60392,1.67855,67245.997,5.5166073941345,0.279,0.152,0.192,0.297,0.36
Chile,2012-07-01,CLP,2050.0,493.05,4.15779332724876,-0.03922,-0.04296,-0.0011,0.01632,0.69726,11827.958,3.12180272593262,0.432,0.29,0.335,0.452,0.522
China,2012-07-01,CNY,15.65,6.3885,2.44971433043751,-0.43392,-0.43613,-0.41146,-0.4012,0.0,4382.136,2.80004306777871,-0.059,-0.153,-0.123,-0.046,0.0
Colombia,2012-07-01,COP,8600.0,1804.475,4.76592914836725,0.10131,0.09702,0.145,0.16497,0.9455,6273.372,2.8817699004707,0.779,0.602,0.657,0.803,0.89
Czech Republic,2012-07-01,CZK,70.33,21.048,3.34141011022425,-0.22787,-0.23088,-0.19723,-0.18323,0.364,18288.284,3.40097570177368,0.057,-0.049,-0.015,0.071,0.123
Denmark,2012-07-01,DKK,28.5,6.1356,4.64502249168785,0.07337,0.06919,0.11596,0.13542,0.89615,56147.143,5.03698761958977,-0.008,-0.107,-0.076,0.006,0.054
Egypt,2012-07-01,EGP,16.0,6.0665,2.63743509437072,-0.39054,-0.39292,-0.36636,-0.35531,0.07663,2788.829,2.7311907750897,0.039,-0.065,-0.032,0.053,0.104
Euro area,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
United Kingdom,2012-07-01,GBP,2.69,0.646266197,4.1623715002999,-0.03816,-0.04191,0.0,0.01744,0.69913,36119.846,4.17153901815035,0.073,-0.034,0.0,0.088,0.14
Hong Kong,2012-07-01,HKD,16.5,7.75815,2.126795692272,-0.50854,-0.51046,-0.48904,-0.48013,-0.13182,31590.681,3.97581817200029,-0.425,-0.482,-0.464,-0.417,-0.389
Hungary,2012-07-01,HUF,830.0,238.2151,3.48424596089836,-0.19486,-0.198,-0.16292,-0.14832,0.42231,12879.296,3.16723466823318,0.183,0.065,0.103,0.2,0.257
Indonesia,2012-07-01,IDR,24200.0,9482.5,2.55206960189823,-0.41027,-0.41257,-0.38687,-0.37618,0.04178,3015.374,2.74098056616401,0.001,-0.098,-0.067,0.015,0.064
India,2012-07-01,INR,89.0,56.165,1.58461675420636,-0.63383,-0.63525,-0.6193,-0.61266,-0.35314,1264.839,2.66533390912783,-0.361,-0.424,-0.404,-0.352,-0.32
Israel,2012-07-01,ILS,11.9,4.07625,2.91934989267096,-0.3254,-0.32803,-0.29863,-0.2864,0.19171,28685.616,3.85028029031109,-0.185,-0.266,-0.24,-0.173,-0.133
Japan,2012-07-01,JPY,320.0,78.22,4.09102531321913,-0.05464,-0.05833,-0.01714,0.0,0.67,42820.392,4.46109272899712,-0.014,-0.112,-0.081,0.0,0.048
South Korea,2012-07-01,KRW,3700.0,1151.0,3.21459600347524,-0.25717,-0.26007,-0.2277,-0.21423,0.31223,20590.962,3.50048236284059,-0.012,-0.111,-0.08,0.001,0.05
Sri Lanka,2012-07-01,LKR,290.0,131.0,2.21374045801527,-0.48845,-0.49044,-0.46815,-0.45888,-0.09633,,,,,,,
Mexico,2012-07-01,MXN,37.0,13.687,2.70329509753781,-0.37532,-0.37776,-0.35054,-0.33921,0.10351,9565.962,3.02405407444652,-0.039,-0.134,-0.104,-0.025,0.022
Malaysia,2012-07-01,MYR,7.4,3.1735,2.33181030408067,-0.46116,-0.46326,-0.43979,-0.43002,-0.04813,8423.176,2.97467034855258,-0.157,-0.241,-0.214,-0.145,-0.104
Norway,2012-07-01,NOK,43.0,6.09205,7.05837936326852,0.63105,0.62469,0.69576,0.72533,1.88131,84443.634,6.25977662409664,0.213,0.092,0.13,0.23,0.289
New Zealand,2012-07-01,NZD,5.1,1.273560876,4.00452000065995,-0.07463,-0.07824,-0.03792,-0.02115,0.63469,32145.233,3.99978227723254,0.077,-0.03,0.003,0.092,0.144
Pakistan,2012-07-01,PKR,285.0,94.605,3.01252576502299,-0.30386,-0.30658,-0.27625,-0.26363,0.22975,1049.749,2.6560391281255,0.22,0.098,0.137,0.237,0.296
Philippines,2012-07-01,PHP,118.0,42.2,2.79620853080569,-0.35385,-0.35637,-0.32822,-0.3165,0.14144,2007.362,2.69742088980658,0.115,0.004,0.039,0.13,0.185
Poland,2012-07-01,PLN,9.1,3.46035,2.62979178406809,-0.39231,-0.39468,-0.3682,-0.35718,0.07351,12300.126,3.14220673428404,-0.1,-0.189,-0.161,-0.087,-0.043
Russia,2012-07-01,RUB,75.0,32.76525,2.28901046077781,-0.47105,-0.47312,-0.45007,-0.44048,-0.0656,10437.49,3.06171580626761,-0.196,-0.276,-0.251,-0.185,-0.145
Saudi Arabia,2012-07-01,SAR,10.0,3.75025,2.66648890073995,-0.38383,-0.38623,-0.35938,-0.34821,0.08849,16995.78,3.34512214454352,-0.143,-0.228,-0.201,-0.131,-0.089
Sweden,2012-07-01,SEK,39.97301987,6.9777,5.72868135202144,0.32379,0.31863,0.3763,0.4003,1.33851,48874.608,4.72271629057971,0.305,0.175,0.216,0.323,0.386
Thailand,2012-07-01,THB,82.0,31.7,2.58675078864353,-0.40225,-0.40458,-0.37854,-0.3677,0.05594,4991.525,2.82637686897927,-0.016,-0.114,-0.083,-0.002,0.046
Turkey,2012-07-01,TRY,8.25,1.8269,4.51584651595599,0.04352,0.03946,0.08492,0.10384,0.84342,10398.685,3.06003890833282,0.587,0.429,0.479,0.609,0.687
Taiwan,2012-07-01,TWD,75.0,30.1955,2.48381381331655,-0.42604,-0.42828,-0.40327,-0.39286,0.01392,18457.752,3.40829899875124,-0.216,-0.294,-0.27,-0.205,-0.167
Ukraine,2012-07-01,UAH,15.0,8.0855,1.85517284026962,-0.57131,-0.57298,-0.5543,-0.54653,-0.2427,,,,,,,
Uruguay,2012-07-01,UYU,99.0,21.87,4.52674897119342,0.04604,0.04197,0.08754,0.10651,0.84787,,,,,,,
United States of America,2012-07-01,USD,4.3275,1.0,4.3275,0.0,-0.0039,0.03967,0.0578,0.76653,47283.633,4.65396477165656,0.0,-0.1,-0.068,0.014,0.063
South Africa,2012-07-01,ZAR,19.95,8.4683,2.35584473861342,-0.45561,-0.45773,-0.43401,-0.42414,-0.03832,7157.801,2.91998912901275,-0.132,-0.219,-0.191,-0.12,-0.078
Andorra,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Spain,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Guadeloupe,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Ireland,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Italy,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Austria,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Greece,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Croatia,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Cyprus,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Latvia,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Lithuania,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Luxembourg,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Malta,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Martinique,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Mayotte,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Monaco,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
France,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
French Guiana,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Saint Pierre and Miquelon,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Germany,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
San Marino,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Slovakia,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Finland,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Vatican City,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Estonia,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
French Southern and Antarctic Lands,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Netherlands,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Belgium,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Portugal,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Reunion,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Slovenia,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Montenegro,2012-01-01,EUR,3.49245637,0.788239467,4.43070477464433,0.05563,0.0,0.15884,0.06503,0.81702,36947.0,4.28021639562028,0.174,0.0,0.148,0.133,0.178
Andorra,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Spain,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Guadeloupe,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Ireland,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Italy,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Austria,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Greece,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Croatia,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Cyprus,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Latvia,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Lithuania,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Luxembourg,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Malta,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Martinique,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Mayotte,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Monaco,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
France,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
French Guiana,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Saint Pierre and Miquelon,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Germany,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
San Marino,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Slovakia,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Finland,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Vatican City,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Estonia,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
French Southern and Antarctic Lands,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Netherlands,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Belgium,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Portugal,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Reunion,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Slovenia,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
Montenegro,2012-07-01,EUR,3.583482241,0.824844311,4.34443469296111,0.00391,0.0,0.04374,0.06194,0.77345,36947.0,4.20728319633251,0.11,0.0,0.035,0.126,0.18
